1529
BUS;2_2452;-1662388;48175445;Chaperonnais;chaperonnais;
BUS;2_2443;-1660612;48178228;Pont Brand;pontbrand;
BUS;2_2442;-1660712;48178278;Pont Brand;pontbrand;
BUS;2_3732;-1839024;48149329;Ile des Bois;iledesbois;
BUS;2_2449;-1646411;48183689;Trégor;tregor;
BUS;2_2448;-1646421;48183806;Trégor;tregor;
BUS;2_2453;-1662268;48175463;Chaperonnais;chaperonnais;
BUS;2_1595;-1677300;48105832;Charles de Gaulle;charlesdegaulle;
BUS;2_1596;-1668462;48125860;Clothilde Vautier;clothildevautier;
BUS;2_3953;-1581422;48217921;Bourg;bourg;
BUS;2_4459;-1852950;48178285;La Cour aux Pages;lacourauxpages;
BUS;2_4264;-1865899;48123068;Place de la Mairie;placedelamairie;
BUS;2_3954;-1586577;48214792;Terrain des Sports;terraindessports;
BUS;2_4267;-1868365;48122594;Ville aux Archers;villeauxarchers;
BUS;2_3955;-1590757;48211691;Tronchay;tronchay;
BUS;2_3956;-1597543;48199818;Oliverie;oliverie;
BUS;2_4455;-1844965;48180918;Terseul;terseul;
BUS;2_4458;-1852934;48177136;Croix Simon;croixsimon;
BUS;2_3951;-1570373;48225280;Cropy;cropy;
BUS;2_4457;-1852500;48176174;Clayes Centre;clayescentre;
BUS;2_3952;-1576317;48223221;Chesnais;chesnais;
BUS;2_4850;-1861002;48273268;Chapelle-Chaussée;chapellechaussee;
BUS;2_3957;-1599452;48197436;Oliverie;oliverie;
BUS;2_3958;-1595061;48203204;Lande Saint Denis;landesaintdenis;
BUS;2_3959;-1590591;48211797;Tronchay;tronchay;
BUS;2_4652;-1872710;48105082;Chêne Vert;chenevert;
BUS;2_4257;-1860801;48123088;Rochers;rochers;
BUS;2_4460;-1853036;48178213;La Cour aux Pages;lacourauxpages;
BUS;2_4256;-1846280;48122031;Piardière;piardiere;
BUS;2_4255;-1837741;48121408;Grippière;grippiere;
BUS;2_4254;-1837582;48121289;Grippière;grippiere;
BUS;2_4070;-1726385;48183016;Besneraie;besneraie;
BUS;2_3964;-1594634;48203879;Lande Saint Denis;landesaintdenis;
BUS;2_4253;-1846154;48121973;Piardière;piardiere;
BUS;2_4252;-1860734;48123056;Rochers;rochers;
BUS;2_3962;-1576932;48223152;Chesnais;chesnais;
BUS;2_3960;-1586743;48214695;Terrain des Sports;terraindessports;
BUS;2_3961;-1581397;48217732;Bourg;bourg;
BUS;2_4654;-1869448;48103423;Saint-Melaine;saintmelaine;
BUS;2_4653;-1869529;48103429;Saint-Melaine;saintmelaine;
BUS;2_4453;-1852548;48176018;Clayes Centre;clayescentre;
BUS;2_4454;-1844860;48180949;Terseul;terseul;
